Name,Father Name,Sex,Date of Birth,Passport No,Nationality,Height (cm),Weight (kg),BP (mmHg),Pulse,Eyes,Chest,Abdomen,Hernia,Varicose Veins,Skin,CNS,Respiratory System,Cardiovascular System,Liver,Spleen,Urine - Albumin,Urine - Sugar,Hemoglobin (g/dl),WBC (10^9/L),RBC (10^12/L),Hepatitis B,Hepatitis C,HIV,VDRL,TPHA,Radiology,Fitness Status
Imran,Rashid,Female,4/24/1997,PK452003,Pakistani,172.7,83.7,130/85,91.6,Weak,Normal,Abnormal,No Hernia,Normal,Rashes,,Clear,Normal,Enlarged,Normal,Negative,Negative,12.7,9.3,4.3,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,CLEAR,FIT
Khan,Ashraf,Male,11/6/1991,PK512733,Pakistani,162.5,79.3,120/80,75.7,Normal,Normal,Normal,No Hernia,Swollen,Clear,Normal,Clear,Normal,Normal,Normal,Negative,Positive,17.6,7,5.1,Reactive,Reactive,Negative,Reactive,Reactive,CLEAR,UNFIT
Imran,Iqbal,,10/15/1990,PK639688,Pakistani,174.3,65.1,,86.7,Weak,Normal,Abnormal,No Hernia,Normal,Clear,Abnormal,Blocked,Normal,Normal,Normal,Negative,Negative,14,8.2,4.6,Reactive,Non-Reactive,Negative,Reactive,Reactive,CLEAR,FIT
Khan,Rashid,Male,12/10/1985,PK254289,Pakistani,161.9,71,120/80,73.1,Weak,Normal,Abnormal,Minor Hernia,Swollen,Rashes,Normal,Blocked,Normal,Normal,Normal,Negative,Negative,16.3,7.6,5.2,Reactive,Non-Reactive,,,Reactive,CLEAR,UNFIT
Ahmed,Iqbal,Male,8/16/1998,PK859331,Pakistani,183.6,47.2,130/85,69.2,Weak,Normal,Normal,,Swollen,Rashes,Abnormal,Clear,Normal,Normal,Enlarged,Positive,Negative,13.2,6.2,5.6,Reactive,Reactive,Negative,Reactive,Reactive,Abnormal,UNFIT
Ahmed,,Female,9/19/1993,PK657728,Pakistani,183,63.4,140/90,77.5,Weak,Abnormal,Normal,Minor Hernia,,Clear,Normal,Blocked,Normal,Enlarged,Normal,Negative,Negative,16.8,8.4,4.7,Reactive,Non-Reactive,Negative,Non-Reactive,Non-Reactive,,FIT
Ali,Iqbal,Female,6/27/1986,PK376881,Pakistani,161.8,83.3,140/90,92.2,Normal,Abnormal,Normal,No Hernia,Swollen,Clear,Abnormal,Blocked,Murmur,Enlarged,Enlarged,Positive,Negative,16.2,8.5,6,Non-Reactive,Reactive,Negative,Non-Reactive,Reactive,Abnormal,UNFIT
Ali,,Female,7/9/1997,PK406076,Pakistani,169.4,51.6,130/85,63.6,Weak,Abnormal,Normal,,Swollen,Rashes,Normal,Clear,,Enlarged,Enlarged,Positive,Positive,17.4,6.7,4.7,Reactive,Non-Reactive,Negative,Reactive,Reactive,Abnormal,FIT
Imran,Noman,,2/21/1991,PK447489,Pakistani,,54,130/85,,Weak,Normal,Normal,Minor Hernia,Normal,Rashes,Abnormal,Blocked,Normal,Enlarged,Normal,Positive,Negative,17.1,4.9,5.8,Reactive,Reactive,Positive,Reactive,Reactive,Abnormal,UNFIT
Ahmed,Rauf,,3/15/1997,PK877629,Pakistani,166.3,72.8,140/90,89.1,Weak,Normal,Normal,Minor Hernia,Normal,Clear,Normal,Clear,Normal,Enlarged,Normal,Positive,Positive,14.6,6.9,5.7,Non-Reactive,Reactive,Negative,Reactive,Non-Reactive,Abnormal,UNFIT
Imran,Ashraf,Female,,PK182516,Pakistani,189.2,85.7,110/70,99.1,Weak,Abnormal,Normal,Minor Hernia,,Clear,Abnormal,Blocked,Murmur,,Normal,Positive,,15.3,7.6,4.3,Reactive,Reactive,,Non-Reactive,Reactive,CLEAR,FIT
Zain,Rashid,Male,7/22/1995,PK494640,Pakistani,172.4,46.5,140/90,90.4,Weak,Abnormal,Abnormal,No Hernia,Normal,Rashes,Abnormal,Blocked,,Normal,Enlarged,Positive,Positive,13.3,9.3,4.2,,Non-Reactive,Negative,,Reactive,,FIT
Ahmed,Noman,Male,3/27/1987,PK344803,Pakistani,164.1,80.3,140/90,77.6,Normal,Normal,Abnormal,Minor Hernia,Swollen,Clear,Abnormal,Blocked,Normal,Enlarged,Enlarged,Negative,Positive,17,10.8,4.6,Reactive,,Positive,Non-Reactive,,CLEAR,UNFIT
Ali,Rashid,Female,7/30/1990,PK261275,Pakistani,188.2,58.7,,79.6,Normal,Normal,Abnormal,Minor Hernia,Normal,Clear,Abnormal,Blocked,Normal,Normal,Normal,Positive,Negative,14.6,9.8,5.1,Reactive,Non-Reactive,Positive,Reactive,Reactive,,FIT
Khan,Noman,Female,12/17/1985,PK123087,Pakistani,,83.8,140/90,62.6,Normal,Normal,Abnormal,No Hernia,Swollen,Rashes,Abnormal,Blocked,Normal,Enlarged,Enlarged,,Negative,13.8,5.1,5.6,Reactive,Reactive,Negative,Non-Reactive,Non-Reactive,Abnormal,FIT
Ahmed,Ashraf,Male,12/12/1994,PK653896,Pakistani,179.5,64,120/80,82.6,,Abnormal,Abnormal,No Hernia,Normal,Rashes,Normal,Clear,Murmur,Enlarged,Enlarged,Negative,Positive,12.2,,5.6,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,CLEAR,FIT
Ali,Ashraf,Male,6/18/1983,PK496359,Pakistani,167,,110/70,73.4,Normal,Normal,,Minor Hernia,Normal,Clear,Normal,Blocked,Normal,Normal,Normal,Negative,,17.9,,4.2,Non-Reactive,Reactive,,Reactive,Non-Reactive,Abnormal,FIT
Zain,Rashid,Male,4/21/1981,PK986412,Pakistani,172.3,69.4,120/80,84.2,Weak,Normal,Abnormal,No Hernia,Normal,Clear,Normal,Clear,Normal,Enlarged,Normal,Positive,Negative,15.5,7.3,4.7,Reactive,Reactive,,Non-Reactive,Non-Reactive,CLEAR,UNFIT
Ali,Ashraf,Male,12/26/1998,PK399687,Pakistani,178.2,60.8,140/90,78.9,Weak,Normal,Normal,No Hernia,Swollen,Clear,Normal,Blocked,,Enlarged,Enlarged,Positive,Negative,16.4,,4.6,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Non-Reactive,Abnormal,UNFIT
Ali,Noman,Female,10/1/2000,PK823896,Pakistani,154.3,62.4,110/70,73.5,Normal,Normal,Normal,No Hernia,Normal,Rashes,Normal,Blocked,Murmur,Normal,Enlarged,Positive,Positive,14.2,4.9,5.3,,Reactive,Negative,Non-Reactive,Non-Reactive,CLEAR,UNFIT
Ali,Ashraf,Male,10/19/2001,PK621126,Pakistani,174.6,64.9,140/90,,Normal,Abnormal,Abnormal,No Hernia,Normal,Clear,Normal,Clear,Normal,Enlarged,Enlarged,Negative,Positive,12.8,6.9,4.2,Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,Abnormal,UNFIT
Zain,Rashid,Female,4/3/1997,PK686915,Pakistani,170.5,62,140/90,91.2,Normal,Abnormal,Abnormal,Minor Hernia,Normal,Rashes,Abnormal,Clear,Murmur,Normal,Enlarged,Negative,Positive,14.7,9.9,5.5,Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,Abnormal,
Ahmed,Noman,Female,10/19/1991,PK740262,Pakistani,,64.1,130/85,76.6,Normal,Normal,Normal,Minor Hernia,Normal,Rashes,Abnormal,Clear,Murmur,Normal,,Positive,Positive,13.5,9,5.4,Reactive,Reactive,Positive,Non-Reactive,Reactive,Abnormal,UNFIT
Zain,Ashraf,Female,4/24/2003,PK139510,Pakistani,162.2,55,120/80,74,Weak,Normal,Abnormal,No Hernia,Normal,Clear,Normal,Clear,Normal,Enlarged,Normal,Negative,Negative,16.3,7.3,4.5,Non-Reactive,,Negative,Non-Reactive,Non-Reactive,Abnormal,UNFIT
Ahmed,Rashid,Female,8/1/2002,PK797282,Pakistani,168.7,77.5,110/70,72.5,Normal,Abnormal,,,Normal,Clear,Abnormal,Blocked,Murmur,Normal,Normal,Negative,Positive,15.8,8.6,4,Non-Reactive,Non-Reactive,Positive,Reactive,Non-Reactive,Abnormal,UNFIT
Ahmed,Ashraf,Male,10/2/1985,PK128721,Pakistani,161.7,75.7,130/85,85.9,Normal,Abnormal,,No Hernia,Normal,Rashes,Normal,Clear,Normal,Enlarged,Enlarged,Negative,Negative,14.5,7.4,4.4,Non-Reactive,Non-Reactive,Positive,Reactive,Reactive,CLEAR,UNFIT
Zain,Iqbal,Male,10/19/2001,PK581577,Pakistani,186.7,87.7,110/70,83.8,Weak,Abnormal,Normal,No Hernia,Swollen,,Abnormal,Blocked,,Enlarged,Enlarged,Negative,Negative,13.3,5.4,5.1,Reactive,Non-Reactive,,Non-Reactive,Non-Reactive,CLEAR,FIT
Zain,Rauf,Male,8/6/2000,PK818777,Pakistani,181,85,110/70,69.7,Weak,,Abnormal,,Normal,Rashes,Normal,Blocked,Normal,Normal,Normal,Negative,Negative,13.5,5.8,5.9,,Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,UNFIT
Khan,Rauf,Male,2/17/1986,PK926545,Pakistani,183.2,60,140/90,86.4,Normal,Normal,Abnormal,No Hernia,Normal,Clear,Normal,Blocked,Murmur,Normal,Enlarged,Negative,Negative,14.5,9,6,Reactive,Reactive,Positive,Reactive,Non-Reactive,CLEAR,UNFIT
Ali,Rashid,Male,5/3/1997,PK450609,Pakistani,189.1,85.1,110/70,97.4,Normal,Abnormal,Abnormal,No Hernia,Swollen,Rashes,Abnormal,Blocked,Normal,Normal,Normal,Positive,Negative,14.2,6.5,4.7,Non-Reactive,Reactive,Negative,Non-Reactive,Non-Reactive,CLEAR,UNFIT
Imran,Iqbal,Female,6/26/1985,PK211386,Pakistani,175.1,92,130/85,63.2,Normal,Normal,Normal,Minor Hernia,Normal,Rashes,Abnormal,Blocked,Normal,Enlarged,,Negative,Positive,13.7,5.6,4.3,Reactive,Non-Reactive,Positive,Non-Reactive,Reactive,CLEAR,FIT
Ahmed,Ashraf,,8/24/1992,PK461656,Pakistani,157.9,61.5,130/85,90.3,Normal,Normal,Normal,No Hernia,Swollen,Rashes,Abnormal,Clear,Murmur,Enlarged,Enlarged,Positive,Negative,16.7,4.8,5.7,Reactive,Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,FIT
,Rashid,Male,2/12/2001,PK736145,Pakistani,170.2,,120/80,67.2,Normal,Normal,Normal,Minor Hernia,Normal,Rashes,Normal,Clear,,Normal,Normal,Positive,,13.2,9.3,5.9,Reactive,Reactive,Positive,Non-Reactive,,CLEAR,FIT
Zain,Rashid,Female,4/3/2003,PK588097,Pakistani,164.8,58,140/90,96.8,Weak,Abnormal,Normal,No Hernia,Swollen,Clear,Abnormal,Clear,Murmur,Enlarged,Enlarged,Negative,Negative,13.4,9,5.3,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Non-Reactive,,UNFIT
Zain,Noman,Male,10/28/1994,PK694647,Pakistani,168.3,61.9,120/80,96,Weak,Normal,Abnormal,No Hernia,Swollen,Rashes,Normal,Clear,Normal,Enlarged,Normal,Positive,Negative,14,10.9,5.5,Reactive,Reactive,Positive,Reactive,Non-Reactive,CLEAR,FIT
Ahmed,Noman,Female,5/2/1992,PK132301,Pakistani,180.6,94.1,130/85,87,Normal,Normal,Normal,Minor Hernia,Swollen,Clear,Abnormal,,Murmur,Enlarged,Normal,Negative,Negative,13,10.4,4.2,Non-Reactive,Reactive,Negative,Non-Reactive,Reactive,CLEAR,UNFIT
Imran,Rauf,Female,2/4/1985,PK312437,Pakistani,161.5,46.6,130/85,74.2,Weak,Normal,Abnormal,,Normal,Clear,Normal,,Normal,Enlarged,Normal,Negative,Negative,15.1,9.3,4.8,Non-Reactive,Reactive,Negative,Reactive,Reactive,Abnormal,
Ahmed,,Female,5/9/1992,PK889131,Pakistani,160.2,58.8,140/90,72.7,Normal,Abnormal,Normal,No Hernia,Swollen,Rashes,Normal,Blocked,Normal,Enlarged,Enlarged,Negative,Negative,15.4,7.8,5.6,Non-Reactive,,Positive,Non-Reactive,Reactive,Abnormal,FIT
Ahmed,,,7/18/2002,PK969526,Pakistani,187.7,71.8,130/85,67.3,Normal,Normal,Abnormal,No Hernia,Normal,Rashes,Normal,Blocked,Normal,Normal,Enlarged,Negative,Positive,16.2,9.9,4,Non-Reactive,Non-Reactive,Negative,Non-Reactive,,CLEAR,UNFIT
Khan,Iqbal,Male,12/11/1997,PK794141,Pakistani,152.7,94.7,120/80,78.1,Normal,Abnormal,Abnormal,No Hernia,,Clear,,Blocked,,Normal,Normal,Positive,Positive,,7.5,4.6,Non-Reactive,Non-Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,UNFIT
Ali,Rauf,Female,2/24/1995,PK295176,Pakistani,150.4,51.8,140/90,95,Weak,Normal,Abnormal,No Hernia,Normal,Clear,Normal,Blocked,Murmur,Enlarged,Normal,Positive,Negative,15,6.7,4.6,,Non-Reactive,Negative,Reactive,Reactive,CLEAR,UNFIT
Zain,Rashid,Male,5/20/1999,PK360409,Pakistani,167.7,58.6,140/90,77.3,Normal,Normal,Normal,Minor Hernia,Normal,Clear,Abnormal,Blocked,Murmur,Enlarged,Normal,Negative,Positive,17.6,5.8,4.4,Non-Reactive,Reactive,Positive,Reactive,Reactive,Abnormal,FIT
Khan,Iqbal,Female,11/29/1997,PK214171,Pakistani,175.8,82.4,120/80,77.6,Normal,Abnormal,Abnormal,No Hernia,Swollen,Clear,Normal,Clear,Normal,Normal,Normal,Negative,Positive,12.8,9.6,5.2,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,,UNFIT
Ali,Noman,Female,11/2/2000,PK805024,Pakistani,174.1,57.7,130/85,82.2,Weak,,Normal,Minor Hernia,Normal,Clear,,Blocked,Murmur,Normal,Normal,Positive,Positive,,8.9,5.2,Non-Reactive,Non-Reactive,Positive,Non-Reactive,Non-Reactive,CLEAR,FIT
Khan,Noman,Female,8/15/1982,PK261912,Pakistani,173.4,86.3,120/80,93.4,Normal,Abnormal,Normal,No Hernia,Swollen,Rashes,Normal,,Murmur,Normal,Enlarged,Negative,Positive,14,10.5,5,Reactive,Reactive,Negative,Reactive,Reactive,CLEAR,FIT
Khan,Iqbal,Female,3/2/2002,PK699720,Pakistani,151.5,47.8,140/90,61.8,Weak,Normal,Abnormal,,Normal,Clear,Normal,Clear,Murmur,Enlarged,Normal,Negative,Negative,13.4,6.7,5.3,Non-Reactive,,Negative,Reactive,Reactive,Abnormal,FIT
Ali,Ashraf,Female,10/27/1994,PK406012,Pakistani,168.8,58.2,110/70,92.8,Normal,Abnormal,Abnormal,No Hernia,Normal,Rashes,Abnormal,Clear,Normal,Normal,Enlarged,Negative,Positive,16.7,4.4,4,Reactive,Reactive,,Non-Reactive,Non-Reactive,Abnormal,UNFIT
Ahmed,Noman,Female,,PK583080,Pakistani,188.4,59.5,130/85,95.5,Normal,Normal,Abnormal,No Hernia,Swollen,Rashes,Normal,Blocked,Murmur,Normal,Normal,Negative,Negative,15.1,9,5.4,Reactive,Reactive,Negative,Non-Reactive,Non-Reactive,Abnormal,UNFIT
Ahmed,Noman,Female,6/19/1986,PK375859,Pakistani,178.3,89.9,110/70,77.1,Weak,Normal,Abnormal,No Hernia,Swollen,Clear,Normal,Clear,Murmur,Enlarged,Normal,Positive,Negative,16.2,9.3,4.8,Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,CLEAR,UNFIT
Ahmed,Noman,Male,12/31/1980,PK421591,Pakistani,163.2,64.1,110/70,88.5,Weak,Abnormal,Normal,Minor Hernia,Swollen,Rashes,Normal,Blocked,Murmur,Normal,Normal,Positive,Negative,17,8.5,4.5,Reactive,Reactive,Negative,Reactive,Non-Reactive,Abnormal,UNFIT
Khan,Ashraf,Female,7/3/1990,PK901869,Pakistani,181.5,60.1,140/90,61.2,Normal,Normal,Abnormal,No Hernia,Normal,Rashes,Abnormal,Blocked,Normal,Enlarged,Normal,Negative,Negative,15.5,6.8,5.4,Reactive,Non-Reactive,,Reactive,Non-Reactive,Abnormal,FIT
Ahmed,Iqbal,Female,2/6/1991,PK504348,Pakistani,160.7,,110/70,62.7,Weak,Abnormal,Abnormal,No Hernia,Normal,Clear,Normal,,,Enlarged,Normal,Negative,Positive,15.9,8.1,4.8,Non-Reactive,Reactive,Negative,Non-Reactive,Reactive,CLEAR,FIT
Ahmed,Noman,Female,5/27/1996,PK108579,Pakistani,177.4,69.4,130/85,78.2,Weak,Abnormal,Normal,No Hernia,Swollen,Rashes,Abnormal,Blocked,Normal,Normal,Enlarged,Negative,Positive,14.4,9.3,4.7,Non-Reactive,Reactive,Negative,Non-Reactive,Non-Reactive,CLEAR,FIT
Imran,Rashid,Female,8/12/1980,PK661236,Pakistani,164.5,69.6,,77.6,Weak,Abnormal,Normal,Minor Hernia,Normal,Clear,Normal,Clear,Normal,Enlarged,Enlarged,Positive,,16.2,7.9,4.1,Reactive,Reactive,Negative,Non-Reactive,Reactive,CLEAR,UNFIT
Imran,Rashid,Male,1/17/1999,PK593216,Pakistani,171.3,47.7,120/80,73.8,Normal,Normal,,No Hernia,Normal,Rashes,Abnormal,Blocked,Murmur,Normal,Enlarged,Positive,Negative,14.9,8.6,4.2,Reactive,Reactive,Negative,Non-Reactive,Reactive,Abnormal,FIT
Imran,Noman,Male,2/5/1983,PK685795,Pakistani,168.5,86,120/80,70.1,Weak,Abnormal,Abnormal,No Hernia,Swollen,Clear,Normal,Blocked,,Normal,Enlarged,Negative,Negative,15.6,9.8,5.7,Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,CLEAR,UNFIT
Zain,Rauf,Female,12/17/1997,PK707944,Pakistani,153.3,48.6,140/90,94.5,Normal,Abnormal,Normal,No Hernia,Swollen,Rashes,Abnormal,Clear,Normal,Normal,Enlarged,Positive,Negative,13.2,6.5,5.4,,Non-Reactive,Negative,Reactive,Non-Reactive,Abnormal,UNFIT
Zain,Rashid,Male,8/3/2000,PK931343,Pakistani,166.5,91.9,120/80,65.5,Weak,Normal,Normal,,Normal,Clear,Normal,Blocked,Murmur,Normal,Enlarged,Negative,,16.9,8.9,5.2,Non-Reactive,Reactive,Positive,Reactive,Non-Reactive,Abnormal,UNFIT
Ahmed,Rauf,Male,6/1/1990,PK640178,Pakistani,186.2,64.2,120/80,,Normal,Normal,Abnormal,No Hernia,Swollen,Rashes,Abnormal,Clear,Normal,,Normal,Positive,Negative,15.6,5.3,4,Non-Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,CLEAR,
Ahmed,Ashraf,Female,8/14/1998,PK296865,Pakistani,186,45.9,130/85,78.8,Weak,Abnormal,,No Hernia,,Clear,Normal,Clear,Normal,Enlarged,Normal,Negative,Positive,18,8.5,5.4,Reactive,Non-Reactive,Positive,Reactive,Non-Reactive,CLEAR,FIT
Ali,Rashid,Male,2/2/2001,PK694957,Pakistani,153.9,83.6,110/70,67.1,Normal,Abnormal,Abnormal,No Hernia,Swollen,,Abnormal,Clear,Murmur,Normal,Normal,Positive,Positive,16.4,6.8,5.2,Reactive,Non-Reactive,Positive,Reactive,Reactive,Abnormal,FIT
Zain,Noman,Male,7/19/1994,PK329565,Pakistani,,82.2,,63.5,Weak,Abnormal,Abnormal,Minor Hernia,Swollen,Rashes,Abnormal,Clear,Murmur,Enlarged,Enlarged,Negative,Positive,15.3,6.8,5.6,Non-Reactive,Non-Reactive,Positive,Non-Reactive,Reactive,CLEAR,UNFIT
Zain,Iqbal,Female,6/27/1982,PK273999,Pakistani,180.3,59.4,120/80,61.7,Weak,,Abnormal,Minor Hernia,Normal,Clear,Normal,Blocked,Murmur,Enlarged,Enlarged,Positive,Negative,15.6,4.5,5.4,Reactive,Non-Reactive,Negative,Reactive,Reactive,CLEAR,FIT
Imran,Rauf,Female,3/6/1997,PK405138,Pakistani,166.6,57.7,120/80,73.3,Weak,,Normal,No Hernia,Normal,Clear,Abnormal,Clear,Normal,Enlarged,Normal,Positive,Positive,13.6,8.4,5.2,Non-Reactive,Reactive,Positive,Reactive,Reactive,CLEAR,UNFIT
Ali,Noman,Female,1/5/1981,PK671451,Pakistani,176.1,81.2,140/90,84.5,Normal,Normal,Abnormal,Minor Hernia,Normal,Clear,,Blocked,Normal,Enlarged,Normal,Negative,,15.9,10.4,,Non-Reactive,Non-Reactive,Positive,,Non-Reactive,,FIT
Zain,Noman,Male,10/26/2000,PK724010,Pakistani,176.3,61.5,130/85,71.1,Normal,Normal,Normal,No Hernia,Swollen,,Normal,Clear,Murmur,Enlarged,Normal,Positive,Negative,16.1,4.2,4.4,Non-Reactive,Reactive,Positive,Reactive,Reactive,,UNFIT
Khan,Rashid,Female,11/15/1988,PK721849,Pakistani,158.5,73.4,130/85,71.7,Weak,Normal,Normal,Minor Hernia,Normal,Clear,Abnormal,Blocked,Murmur,Normal,Enlarged,Negative,,17.4,7.1,5,Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,Abnormal,UNFIT
Zain,Rauf,Male,,PK518744,Pakistani,,,130/85,79.1,Weak,Normal,,Minor Hernia,Swollen,Rashes,Abnormal,Blocked,Murmur,Enlarged,Normal,Negative,Negative,14.8,10.2,4.6,Reactive,Non-Reactive,Negative,,Reactive,Abnormal,FIT
Imran,,Male,9/19/1993,PK665261,Pakistani,165.3,78.2,120/80,,Weak,Abnormal,Abnormal,Minor Hernia,Swollen,Rashes,Abnormal,Clear,Normal,Normal,Normal,Positive,Positive,12.4,7.6,4.2,Non-Reactive,Reactive,,Non-Reactive,Non-Reactive,Abnormal,FIT
Ahmed,Rauf,Female,6/30/1996,PK629751,Pakistani,183.5,73.1,140/90,61.3,Weak,Abnormal,Normal,Minor Hernia,Normal,Rashes,Normal,Clear,Murmur,Normal,Enlarged,,,17.1,,4.8,Non-Reactive,Non-Reactive,,Reactive,Reactive,CLEAR,UNFIT
Khan,Iqbal,Male,4/13/2003,PK422855,Pakistani,176.5,84.7,110/70,87.5,Normal,,Abnormal,Minor Hernia,Swollen,,Normal,Clear,Murmur,Enlarged,Normal,Positive,Positive,13,9.8,4.3,Non-Reactive,Non-Reactive,,Reactive,,Abnormal,UNFIT
Imran,Rauf,Female,2/16/2001,PK443373,Pakistani,,69,140/90,83.5,Normal,Normal,Abnormal,No Hernia,Normal,Clear,Abnormal,Clear,Normal,Enlarged,Enlarged,Positive,Positive,15.1,5.3,5.5,Reactive,Reactive,Negative,Reactive,Reactive,CLEAR,UNFIT
,Rauf,Male,7/24/1992,PK303796,Pakistani,181.1,70.5,110/70,72.4,Normal,Normal,Abnormal,Minor Hernia,Swollen,Clear,Normal,Blocked,Normal,Normal,Enlarged,Positive,Positive,12.6,9.4,4.3,Reactive,Reactive,Positive,Non-Reactive,Reactive,CLEAR,UNFIT
Khan,Iqbal,Male,9/13/1985,PK348904,Pakistani,183.9,52.3,120/80,69.1,Weak,Normal,Normal,No Hernia,Normal,Rashes,Abnormal,Clear,Normal,Normal,Enlarged,Negative,Negative,15.2,8.7,5.6,Reactive,Reactive,Positive,Reactive,Reactive,Abnormal,UNFIT
Imran,Iqbal,,7/15/1989,PK455208,Pakistani,171.5,72.3,110/70,81.5,Normal,Normal,Normal,Minor Hernia,,Clear,Abnormal,Blocked,Normal,Normal,Enlarged,Negative,Positive,17.7,10.6,4.8,Non-Reactive,Reactive,Negative,Non-Reactive,Reactive,CLEAR,FIT
Zain,Noman,Male,3/11/2001,PK567245,Pakistani,179,64.7,120/80,90.8,Normal,Normal,Abnormal,Minor Hernia,Swollen,Rashes,Abnormal,,Murmur,Normal,Normal,Negative,Positive,15.6,9.7,4,Non-Reactive,Non-Reactive,Negative,Reactive,Reactive,Abnormal,UNFIT
Zain,Noman,Female,3/13/1998,PK536089,Pakistani,187.4,54.5,,78.2,Weak,Normal,Normal,Minor Hernia,Normal,Rashes,,Blocked,Normal,Enlarged,Enlarged,Positive,Positive,18,10.7,5.1,,Reactive,Negative,Reactive,Reactive,CLEAR,FIT
Khan,Ashraf,Male,11/27/1994,PK185836,Pakistani,153.7,67.5,120/80,61.3,Weak,Abnormal,Abnormal,Minor Hernia,Swollen,Rashes,Normal,Clear,,Enlarged,Enlarged,Negative,Positive,14.1,8.1,5,Non-Reactive,Reactive,Negative,Non-Reactive,Reactive,Abnormal,UNFIT
Khan,Ashraf,Female,10/30/1994,PK659251,Pakistani,151.3,56.4,140/90,98.7,Weak,Normal,Normal,Minor Hernia,Normal,Rashes,Normal,Blocked,Normal,Normal,Normal,Negative,Positive,13.5,8.6,5,,Non-Reactive,Negative,Reactive,Reactive,CLEAR,FIT
Imran,Rauf,Female,10/12/1991,PK351213,Pakistani,156.4,,140/90,,Normal,Normal,Abnormal,No Hernia,Normal,Clear,Abnormal,Blocked,Murmur,Enlarged,Enlarged,Positive,Positive,17.4,4.2,4.3,Non-Reactive,Reactive,Negative,Reactive,,Abnormal,FIT
Khan,Ashraf,Male,10/6/1981,PK715358,Pakistani,172,53.3,120/80,94,Weak,Abnormal,Abnormal,No Hernia,Swollen,Rashes,Normal,Blocked,Murmur,Enlarged,Enlarged,Negative,Negative,16.6,6,5.2,Non-Reactive,Non-Reactive,Positive,Reactive,Non-Reactive,Abnormal,UNFIT
Imran,Noman,Male,1/10/1995,PK556643,Pakistani,167.7,59.3,,97.9,Normal,Abnormal,Normal,No Hernia,Swollen,Rashes,,Blocked,Normal,Enlarged,Enlarged,Positive,Positive,12.9,8.8,4.6,Non-Reactive,Reactive,Positive,Reactive,Non-Reactive,Abnormal,UNFIT
Khan,Ashraf,Female,3/17/1995,PK626186,Pakistani,156.8,61.9,140/90,95.5,Normal,Abnormal,Normal,Minor Hernia,Normal,Clear,Abnormal,Clear,Murmur,Enlarged,Normal,Negative,Positive,14.5,8.2,5.6,Non-Reactive,Reactive,Negative,Reactive,Reactive,,FIT
Zain,Ashraf,Female,11/18/1986,PK587178,Pakistani,171.5,90,110/70,61.8,Normal,Abnormal,Normal,,Normal,Rashes,Abnormal,Clear,Normal,Enlarged,Normal,Negative,Negative,17,6.7,4,Non-Reactive,Non-Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,FIT
Ahmed,,Female,4/9/1997,PK313427,Pakistani,158.8,68.6,110/70,94.4,Weak,Normal,Normal,Minor Hernia,Normal,Rashes,Abnormal,Clear,Normal,Enlarged,Enlarged,Positive,Positive,13.7,9.6,5.3,Reactive,Non-Reactive,Negative,Non-Reactive,Non-Reactive,CLEAR,FIT
Ali,Rashid,,2/12/1990,PK300383,Pakistani,169.8,80.8,120/80,63.6,Normal,Abnormal,Normal,,Normal,Rashes,Normal,Clear,Normal,Enlarged,Normal,Negative,Positive,14.5,8.1,5.4,,Non-Reactive,Negative,Non-Reactive,Reactive,Abnormal,FIT
Zain,,Female,3/20/1986,PK210507,Pakistani,172.9,,,72.3,Weak,Abnormal,Normal,No Hernia,Swollen,Rashes,Abnormal,Blocked,Murmur,Enlarged,Normal,Negative,Negative,15.3,,5.7,Non-Reactive,Reactive,Negative,Reactive,Reactive,Abnormal,UNFIT
Khan,Rauf,Male,9/21/1989,PK507046,Pakistani,156.3,78.9,140/90,,Normal,Normal,Abnormal,,,Rashes,Normal,Blocked,Normal,Normal,Normal,Negative,Negative,12.8,7.6,4.2,Non-Reactive,Non-Reactive,Negative,Non-Reactive,,CLEAR,FIT
Khan,Rauf,Female,10/6/1990,PK467530,Pakistani,150.5,63.4,130/85,82.3,Normal,Normal,Normal,Minor Hernia,Normal,Rashes,Abnormal,Clear,Normal,,Normal,Positive,Positive,17.2,10.3,4.1,Reactive,Reactive,Positive,Reactive,Non-Reactive,Abnormal,UNFIT
Zain,Rauf,Male,3/30/1989,PK435157,Pakistani,189.9,52.6,110/70,,Weak,Normal,Normal,,Normal,Clear,Abnormal,Clear,Normal,,Enlarged,Positive,Positive,14.5,10,5.9,Reactive,Reactive,Negative,Non-Reactive,Non-Reactive,CLEAR,UNFIT
